agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level,total_bytes,total_packets,avg_packet_size,byte_asymmetry,packet_asymmetry,proto_num,src_ip_num,dest_ip_num,port_diff,log_bytes,log_packets,label
10.21.232.55,10.24.0.193,10.21.232.55,53,40421,UDP,208,201,2,1,3,409,3,102.25,0.0170731707317073,0.25,2,47,47,40368,6.016157159698354,1.3862943611198906,0
10.21.232.55,10.21.232.55,10.24.0.193,56161,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-56108,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.21.227.114,137,137,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,13,0,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,56316,53,UDP,97,0,1,0,3,97,1,48.5,0.9897959183673468,0.5,2,29,73,-56263,4.584967478670572,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,56316,UDP,97,197,1,1,3,294,2,98.0,-0.3389830508474576,0.0,2,47,47,56263,5.68697535633982,1.0986122886681096,0
10.21.232.55,10.21.226.109,10.21.239.255,57270,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,2,70,-35048,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.226.161,10.21.239.255,53991,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,3,70,-31769,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,888,0,12,0,3,888,12,68.3076923076923,0.998875140607424,0.9230769230769232,1,29,84,-51023,6.790097235513905,2.5649493574615367,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,962,0,13,0,3,962,13,68.71428571428571,0.9989615784008308,0.9285714285714286,1,29,84,-51023,6.870053411798126,2.639057329615259,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1036,0,14,0,3,1036,14,69.06666666666666,0.9990356798457088,0.9333333333333332,1,29,84,-51023,6.944087208229528,2.70805020110221,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1110,0,15,0,3,1110,15,69.375,0.9990999099909992,0.9375,1,29,84,-51023,7.01301578963963,2.772588722239781,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1184,0,16,0,3,1184,16,69.6470588235294,0.99915611814346,0.9411764705882352,1,29,84,-51023,7.077498053569231,2.833213344056216,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1258,0,17,0,3,1258,17,69.88888888888889,0.999205718824464,0.9444444444444444,1,29,84,-51023,7.138073034044347,2.8903717578961645,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1332,0,18,0,3,1332,18,70.10526315789474,0.9992498124531132,0.9473684210526316,1,29,84,-51023,7.195187320178709,2.9444389791664403,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1406,0,19,0,3,1406,19,70.3,0.9992892679459844,0.95,1,29,84,-51023,7.249215057114389,2.995732273553991,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1480,0,20,0,3,1480,20,70.47619047619048,0.99932478055368,0.9523809523809524,1,29,84,-51023,7.300472814267799,3.044522437723423,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1554,0,21,0,3,1554,21,70.63636363636364,0.9993569131832798,0.9545454545454546,1,29,84,-51023,7.349230824613334,3.091042453358316,0
10.21.232.55,10.21.232.55,151.101.65.91,51466,443,TCP,1628,0,22,0,3,1628,22,70.78260869565217,0.9993861264579496,0.9565217391304348,1,29,84,-51023,7.395721608602045,3.1354942159291497,0
10.21.232.55,10.21.232.55,10.24.0.193,54001,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-53948,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,54001,UDP,132,132,1,1,3,264,2,88.0,0.0,0.0,2,47,47,53948,5.579729825986222,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.21.234.129,34800,631,TCP,750,301,5,4,3,1051,9,105.1,0.4268060836501901,0.1,1,29,56,-34169,6.958448393297656,2.302585092994046,0
10.21.232.55,10.21.232.55,10.24.0.193,36410,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-36357,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,36410,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,36357,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,52266,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-52213,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,52266,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,52213,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.21.234.204,38778,631,TCP,832,270,6,4,3,1102,10,100.1818181818182,0.5095194922937444,0.1818181818181818,1,29,57,-38147,7.005789019253503,2.3978952727983707,0
10.21.232.55,10.21.232.55,10.21.234.204,40928,631,TCP,661,270,4,4,3,931,8,103.44444444444444,0.4195278969957081,0.0,1,29,57,-40297,6.837332814685591,2.19722457733622,0
10.21.232.55,10.21.232.55,10.21.234.204,40946,631,TCP,684,270,4,4,3,954,8,106.0,0.4335078534031413,0.0,1,29,57,-40315,6.86171134048073,2.19722457733622,0
10.21.232.55,10.21.232.55,10.21.234.204,40936,631,TCP,758,270,5,4,3,1028,9,102.8,0.4742468415937804,0.1,1,29,57,-40305,6.9363427358340495,2.302585092994046,0
10.21.232.55,10.21.232.55,10.21.234.204,38786,631,TCP,684,270,4,4,3,954,8,106.0,0.4335078534031413,0.0,1,29,57,-38155,6.86171134048073,2.19722457733622,0
10.21.232.55,10.21.232.55,10.21.234.204,40950,631,TCP,661,270,4,4,3,931,8,103.44444444444444,0.4195278969957081,0.0,1,29,57,-40319,6.837332814685591,2.19722457733622,0
10.21.232.55,10.21.232.55,10.24.0.193,53088,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-53035,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,53088,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,53035,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,60904,53,UDP,97,0,1,0,3,97,1,48.5,0.9897959183673468,0.5,2,29,73,-60851,4.584967478670572,0.6931471805599453,0
10.21.232.55,10.21.226.109,10.21.239.255,59265,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,2,70,-37043,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.236.69,10.21.239.255,51988,59870,UDP,187,0,1,0,3,187,1,93.5,0.9946808510638298,0.5,2,41,70,7882,5.236441962829949,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,45008,53,UDP,97,0,1,0,3,97,1,48.5,0.9897959183673468,0.5,2,29,73,-44955,4.584967478670572,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,45008,UDP,97,197,1,1,3,294,2,98.0,-0.3389830508474576,0.0,2,47,47,44955,5.68697535633982,1.0986122886681096,0
10.21.232.55,10.21.227.136,10.21.239.255,52089,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,10,70,-29867,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.21.239.255,138,138,UDP,228,0,1,0,3,228,1,114.0,0.9956331877729258,0.5,2,29,70,0,5.43372200355424,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,38115,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-38062,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,38115,UDP,104,201,1,1,3,305,2,101.66666666666669,-0.3169934640522875,0.0,2,47,47,38062,5.723585101952381,1.0986122886681096,0
10.21.232.55,10.21.236.69,10.21.239.255,49941,59870,UDP,248,0,1,0,3,248,1,124.0,0.9959839357429718,0.5,2,41,70,9929,5.517452896464707,0.6931471805599453,0
10.21.232.55,10.21.227.108,10.21.239.255,138,138,UDP,243,0,1,0,3,243,1,121.5,0.9959016393442623,0.5,2,7,70,0,5.497168225293202,0.6931471805599453,0
10.21.232.55,10.21.227.108,10.21.239.255,49287,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,7,70,-27065,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,56595,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-56542,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,56595,UDP,208,201,2,1,3,409,3,102.25,0.0170731707317073,0.25,2,47,47,56542,6.016157159698354,1.3862943611198906,0
10.21.232.55,10.21.227.108,10.21.239.255,62939,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,7,70,-40717,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,35245,UDP,97,197,1,1,3,294,2,98.0,-0.3389830508474576,0.0,2,47,47,35192,5.68697535633982,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,36691,53,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2,29,73,-36638,4.890349128221754,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,36691,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2,47,47,36638,5.796057750765372,1.0986122886681096,0
10.21.232.55,10.21.236.69,10.21.239.255,137,137,UDP,92,0,1,0,3,92,1,46.0,0.989247311827957,0.5,2,41,70,0,4.532599493153256,0.6931471805599453,0
10.21.232.55,10.21.236.69,10.21.239.255,61508,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,41,70,-39286,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,888,0,12,0,3,888,12,68.3076923076923,0.998875140607424,0.9230769230769232,1,29,84,-37943,6.790097235513905,2.5649493574615367,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,962,0,13,0,3,962,13,68.71428571428571,0.9989615784008308,0.9285714285714286,1,29,84,-37943,6.870053411798126,2.639057329615259,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1036,0,14,0,3,1036,14,69.06666666666666,0.9990356798457088,0.9333333333333332,1,29,84,-37943,6.944087208229528,2.70805020110221,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1110,0,15,0,3,1110,15,69.375,0.9990999099909992,0.9375,1,29,84,-37943,7.01301578963963,2.772588722239781,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1184,0,16,0,3,1184,16,69.6470588235294,0.99915611814346,0.9411764705882352,1,29,84,-37943,7.077498053569231,2.833213344056216,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1258,0,17,0,3,1258,17,69.88888888888889,0.999205718824464,0.9444444444444444,1,29,84,-37943,7.138073034044347,2.8903717578961645,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1332,0,18,0,3,1332,18,70.10526315789474,0.9992498124531132,0.9473684210526316,1,29,84,-37943,7.195187320178709,2.9444389791664403,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1406,0,19,0,3,1406,19,70.3,0.9992892679459844,0.95,1,29,84,-37943,7.249215057114389,2.995732273553991,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1480,0,20,0,3,1480,20,70.47619047619048,0.99932478055368,0.9523809523809524,1,29,84,-37943,7.300472814267799,3.044522437723423,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1554,0,21,0,3,1554,21,70.63636363636364,0.9993569131832798,0.9545454545454546,1,29,84,-37943,7.349230824613334,3.091042453358316,0
10.21.232.55,10.21.232.55,151.101.65.91,38386,443,TCP,1628,0,22,0,3,1628,22,70.78260869565217,0.9993861264579496,0.9565217391304348,1,29,84,-37943,7.395721608602045,3.1354942159291497,0
10.21.232.55,10.21.232.55,10.24.0.193,60978,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-60925,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,60978,UDP,104,201,1,1,3,305,2,101.66666666666669,-0.3169934640522875,0.0,2,47,47,60925,5.723585101952381,1.0986122886681096,0
10.21.232.55,10.21.236.69,10.21.239.255,51449,59870,UDP,209,0,1,0,3,209,1,104.5,0.9952380952380953,0.5,2,41,70,8421,5.3471075307174685,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,34491,53,UDP,97,0,1,0,3,97,1,48.5,0.9897959183673468,0.5,2,29,73,-34438,4.584967478670572,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,58446,UDP,97,197,1,1,3,294,2,98.0,-0.3389830508474576,0.0,2,47,47,58393,5.68697535633982,1.0986122886681096,0
10.21.232.55,10.21.227.136,10.21.239.255,65023,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,10,70,-42801,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,36518,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-36465,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,36518,UDP,104,201,1,1,3,305,2,101.66666666666669,-0.3169934640522875,0.0,2,47,47,36465,5.723585101952381,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,50722,53,UDP,84,0,1,0,3,84,1,42.0,0.9882352941176472,0.5,2,29,73,-50669,4.442651256490317,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,50722,UDP,168,170,2,1,3,338,3,84.5,-0.0058997050147492,0.25,2,47,47,50669,5.82600010738045,1.3862943611198906,0
10.21.232.55,10.21.232.55,10.24.0.193,52616,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-52563,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,46275,UDP,104,201,1,1,3,305,2,101.66666666666669,-0.3169934640522875,0.0,2,47,47,46222,5.723585101952381,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.21.239.255,138,138,UDP,228,0,1,0,3,228,1,114.0,0.9956331877729258,0.5,2,29,70,0,5.43372200355424,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,51190,53,UDP,95,0,1,0,3,95,1,47.5,0.9895833333333334,0.5,2,29,73,-51137,4.564348191467836,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,42172,53,UDP,95,0,1,0,3,95,1,47.5,0.9895833333333334,0.5,2,29,73,-42119,4.564348191467836,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,41774,UDP,208,201,2,1,3,409,3,102.25,0.0170731707317073,0.25,2,47,47,41721,6.016157159698354,1.3862943611198906,0
10.21.232.55,10.21.232.55,10.24.0.193,42326,53,UDP,97,0,1,0,3,97,1,48.5,0.9897959183673468,0.5,2,29,73,-42273,4.584967478670572,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,42843,UDP,97,197,1,1,3,294,2,98.0,-0.3389830508474576,0.0,2,47,47,42790,5.68697535633982,1.0986122886681096,0
10.21.232.55,10.21.226.109,10.21.239.255,59600,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,2,70,-37378,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,51346,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-51293,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,51346,UDP,104,201,1,1,3,305,2,101.66666666666669,-0.3169934640522875,0.0,2,47,47,51293,5.723585101952381,1.0986122886681096,0
10.21.232.55,10.21.227.108,10.21.239.255,50560,3289,UDP,60,0,1,0,3,60,1,30.0,0.9836065573770492,0.5,2,7,70,-47271,4.110873864173311,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.21.227.114,137,137,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,13,0,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,35871,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-35818,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,35871,UDP,104,201,1,1,3,305,2,101.66666666666669,-0.3169934640522875,0.0,2,47,47,35818,5.723585101952381,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,58862,53,UDP,97,0,1,0,3,97,1,48.5,0.9897959183673468,0.5,2,29,73,-58809,4.584967478670572,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,58862,UDP,97,197,1,1,3,294,2,98.0,-0.3389830508474576,0.0,2,47,47,58809,5.68697535633982,1.0986122886681096,0
10.21.232.55,10.21.227.136,10.21.239.255,51160,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,10,70,-28938,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.227.135,53,23509,UDP,156,0,1,0,3,156,1,78.0,0.9936305732484076,0.5,2,47,15,23456,5.056245805348308,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,41428,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-41375,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,41428,UDP,104,201,1,1,3,305,2,101.66666666666669,-0.3169934640522875,0.0,2,47,47,41375,5.723585101952381,1.0986122886681096,0
10.21.232.55,10.21.232.55,10.24.0.193,38061,53,UDP,97,0,1,0,3,97,1,48.5,0.9897959183673468,0.5,2,29,73,-38008,4.584967478670572,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,38061,UDP,97,197,1,1,3,294,2,98.0,-0.3389830508474576,0.0,2,47,47,38008,5.68697535633982,1.0986122886681096,0
10.21.232.55,10.21.233.187,10.21.239.255,52864,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,31,70,-30642,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,51797,53,UDP,84,0,1,0,3,84,1,42.0,0.9882352941176472,0.5,2,29,73,-51744,4.442651256490317,0.6931471805599453,0
10.21.232.55,10.24.0.193,10.21.232.55,53,51797,UDP,168,195,2,1,3,363,3,90.75,-0.0741758241758241,0.25,2,47,47,51744,5.8971538676367405,1.3862943611198906,0
10.21.232.55,10.21.236.69,10.21.239.255,58090,59870,UDP,247,0,1,0,3,247,1,123.5,0.995967741935484,0.5,2,41,70,1780,5.513428746164983,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.21.226.161,137,137,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,10,0,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.21.227.114,137,137,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,13,0,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.236.69,10.21.228.18,51961,53048,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1,41,23,1087,4.204692619390966,0.6931471805599453,0
10.21.232.55,10.21.226.161,10.21.239.255,61399,3289,UDP,60,0,1,0,3,60,1,30.0,0.9836065573770492,0.5,2,3,70,-58110,4.110873864173311,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,50457,53,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2,29,73,-50404,4.653960350157523,0.6931471805599453,0
10.21.232.55,10.21.226.109,10.21.239.255,50455,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,2,70,-28233,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,888,0,12,0,3,888,12,68.3076923076923,0.998875140607424,0.9230769230769232,1,29,84,-46109,6.790097235513905,2.5649493574615367,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,962,0,13,0,3,962,13,68.71428571428571,0.9989615784008308,0.9285714285714286,1,29,84,-46109,6.870053411798126,2.639057329615259,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1036,0,14,0,3,1036,14,69.06666666666666,0.9990356798457088,0.9333333333333332,1,29,84,-46109,6.944087208229528,2.70805020110221,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1110,0,15,0,3,1110,15,69.375,0.9990999099909992,0.9375,1,29,84,-46109,7.01301578963963,2.772588722239781,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1184,0,16,0,3,1184,16,69.6470588235294,0.99915611814346,0.9411764705882352,1,29,84,-46109,7.077498053569231,2.833213344056216,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1258,0,17,0,3,1258,17,69.88888888888889,0.999205718824464,0.9444444444444444,1,29,84,-46109,7.138073034044347,2.8903717578961645,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1332,0,18,0,3,1332,18,70.10526315789474,0.9992498124531132,0.9473684210526316,1,29,84,-46109,7.195187320178709,2.9444389791664403,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1406,0,19,0,3,1406,19,70.3,0.9992892679459844,0.95,1,29,84,-46109,7.249215057114389,2.995732273553991,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1480,0,20,0,3,1480,20,70.47619047619048,0.99932478055368,0.9523809523809524,1,29,84,-46109,7.300472814267799,3.044522437723423,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1554,0,21,0,3,1554,21,70.63636363636364,0.9993569131832798,0.9545454545454546,1,29,84,-46109,7.349230824613334,3.091042453358316,0
10.21.232.55,10.21.232.55,151.101.65.91,46552,443,TCP,1628,0,22,0,3,1628,22,70.78260869565217,0.9993861264579496,0.9565217391304348,1,29,84,-46109,7.395721608602045,3.1354942159291497,0
10.21.232.55,10.21.226.161,10.21.239.255,63228,22222,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2,3,70,-41006,4.262679877041316,0.6931471805599453,0
10.21.232.55,10.21.236.69,10.21.239.255,57463,59870,UDP,218,0,1,0,3,218,1,109.0,0.9954337899543378,0.5,2,41,70,2407,5.389071729816501,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.21.239.255,138,138,UDP,228,0,1,0,3,228,1,114.0,0.9956331877729258,0.5,2,29,70,0,5.43372200355424,0.6931471805599453,0
10.21.232.55,10.21.232.55,10.24.0.193,53690,53,UDP,96,0,1,0,3,96,1,48.0,0.9896907216494846,0.5,2,29,73,-53637,4.574710978503383,0.6931471805599453,0
10.21.232.55,10.21.236.69,10.21.239.255,64539,59870,UDP,232,0,1,0,3,232,1,116.0,0.9957081545064378,0.5,2,41,70,-4669,5.4510384535657,0.6931471805599453,0
10.21.232.55,10.21.232.55,151.101.65.91,40284,443,TCP,888,0,12,0,3,888,12,68.3076923076923,0.998875140607424,0.9230769230769232,1,29,84,-39841,6.790097235513905,2.5649493574615367,0
10.21.232.55,10.21.232.55,151.101.65.91,40290,443,TCP,888,0,12,0,3,888,12,68.3076923076923,0.998875140607424,0.9230769230769232,1,29,84,-39847,6.790097235513905,2.5649493574615367,0
10.21.232.55,10.21.232.55,151.101.65.91,40296,443,TCP,888,0,12,0,3,888,12,68.3076923076923,0.998875140607424,0.9230769230769232,1,29,84,-39853,6.790097235513905,2.5649493574615367,0
10.21.232.55,10.21.232.55,151.101.65.91,40290,443,TCP,962,0,13,0,3,962,13,68.71428571428571,0.9989615784008308,0.9285714285714286,1,29,84,-39847,6.870053411798126,2.639057329615259,0
10.21.232.55,10.21.232.55,151.101.65.91,40284,443,TCP,962,0,13,0,3,962,13,68.71428571428571,0.9989615784008308,0.9285714285714286,1,29,84,-39841,6.870053411798126,2.639057329615259,0
10.21.232.55,10.21.232.55,151.101.65.91,40296,443,TCP,962,0,13,0,3,962,13,68.71428571428571,0.9989615784008308,0.9285714285714286,1,29,84,-39853,6.870053411798126,2.639057329615259,0
10.21.232.55,10.21.232.55,151.101.65.91,40290,443,TCP,1036,0,14,0,3,1036,14,69.06666666666666,0.9990356798457088,0.9333333333333332,1,29,84,-39847,6.944087208229528,2.70805020110221,0
10.21.232.55,10.21.232.55,151.101.65.91,40284,443,TCP,1036,0,14,0,3,1036,14,69.06666666666666,0.9990356798457088,0.9333333333333332,1,29,84,-39841,6.944087208229528,2.70805020110221,0
10.21.232.55,10.21.232.55,151.101.65.91,40296,443,TCP,1036,0,14,0,3,1036,14,69.06666666666666,0.9990356798457088,0.9333333333333332,1,29,84,-39853,6.944087208229528,2.70805020110221,0
10.21.232.55,10.21.232.55,151.101.65.91,40290,443,TCP,1110,0,15,0,3,1110,15,69.375,0.9990999099909992,0.9375,1,29,84,-39847,7.01301578963963,2.772588722239781,0
10.21.232.55,10.21.232.55,151.101.65.91,40284,443,TCP,1110,0,15,0,3,1110,15,69.375,0.9990999099909992,0.9375,1,29,84,-39841,7.01301578963963,2.772588722239781,0
10.21.232.55,10.21.232.55,151.101.65.91,40296,443,TCP,1110,0,15,0,3,1110,15,69.375,0.9990999099909992,0.9375,1,29,84,-39853,7.01301578963963,2.772588722239781,0
10.21.232.55,10.21.232.55,151.101.65.91,40284,443,TCP,1184,0,16,0,3,1184,16,69.6470588235294,0.99915611814346,0.9411764705882352,1,29,84,-39841,7.077498053569231,2.833213344056216,0
10.21.232.55,10.21.232.55,151.101.65.91,40290,443,TCP,1184,0,16,0,3,1184,16,69.6470588235294,0.99915611814346,0.9411764705882352,1,29,84,-39847,7.077498053569231,2.833213344056216,0
10.21.232.55,10.21.232.55,151.101.65.91,40296,443,TCP,1184,0,16,0,3,1184,16,69.6470588235294,0.99915611814346,0.9411764705882352,1,29,84,-39853,7.077498053569231,2.833213344056216,0
10.21.232.55,10.21.232.55,151.101.65.91,40284,443,TCP,1258,0,17,0,3,1258,17,69.88888888888889,0.999205718824464,0.9444444444444444,1,29,84,-39841,7.138073034044347,2.8903717578961645,0
10.21.232.55,10.21.232.55,151.101.65.91,40290,443,TCP,1258,0,17,0,3,1258,17,69.88888888888889,0.999205718824464,0.9444444444444444,1,29,84,-39847,7.138073034044347,2.8903717578961645,0
10.21.232.55,10.21.232.55,151.101.65.91,40296,443,TCP,1258,0,17,0,3,1258,17,69.88888888888889,0.999205718824464,0.9444444444444444,1,29,84,-39853,7.138073034044347,2.8903717578961645,0
10.21.232.55,10.21.232.55,151.101.65.91,40290,443,TCP,1332,0,18,0,3,1332,18,70.10526315789474,0.9992498124531132,0.9473684210526316,1,29,84,-39847,7.195187320178709,2.9444389791664403,0
10.21.232.55,10.21.232.55,151.101.65.91,40284,443,TCP,1332,0,18,0,3,1332,18,70.10526315789474,0.9992498124531132,0.9473684210526316,1,29,84,-39841,7.195187320178709,2.9444389791664403,0
